Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Senior Lotus Notes and Java Developer for a Singapore firm,Itforte Staffing Services,5 - 10 years,Not Disclosed,Delhi,30+ days ago,1,187,"Delhi NCR, India Senior Lotus Notes and Java Developer for a Singapore firm my itForte - Job Detail Senior Lotus Notes and Java Developer for a Singapore firm IT JOBS#13 Delhi NCR, India Required Skills: We have been retained by an international technology and consulting company based in Singapore to recruit a Senior Lotus Notes developer for their development centre in New Delhi, India.
Job Description:
As an experienced software developer you will be engaged in a wide range of projects in the Brussels office and at customers' sites. You will work independently or as part of a team in the development, maintenance and management of all sorts of customized applications.
- You analyze and assess the functional and technical needs of the client's specific requests
- You take care of all or part of the developments of this type of request
- You manage your schedule independently
- You maintain a strong relationship with our clients by your professional advice
- You will monitor the projects supervised by a Project Manager
Your profile:
- Bachelor or Master degree in Computer Science or equivalent by experience.
- 5 years of experience in Lotus Notes development projects and 2-3 years in web based Java programming.
- Experience in operational support of applications is a plus.
- Communicative, proactive, customer oriented and has a good team spirit
- Excellent English both spoken/ writing skills.
- Analytical mind and are curious about new technologies
- Well organized and know how to manage your priorities
- Strong teaming attitude
Qualification: Bachelors Degree in Engg. / Computer Science or equivalent.
Location: Bangalore, India
Contract Type: Permanent, Full-time
itForte is one of the leading Recruitment Agencies in India specializing in IT and Telecom recruitments for the Indian and global technology companies.","Computer science, Telecom, English, operational support, Senior, Java J2Ee Developer, Analytical, Consulting, Manager Technology, Lotus Notes"
Senior Developer - Java,Grid Infocom,5 - 10 years,Not Disclosed,Gurgaon/Gurugram,1 day ago,1,15,"Expert level skills in Java/ J2EE programming, Spring framework (spring IOC, spring security, ) Hibernate, Strong knowledge of web services RESTful web services
Spring Boot including real world experience developing apps for the corporate world.
Proficiency in Java and object-oriented design skills
Application architecture and design patterns
Experience in designing single page application backend. Worked in projects to deliver end-to-end product features.
Experience in Configuring and deploying applications on application servers including Tomcat.
Sound RDBMS and NoSQL concepts (Microsoft SQL, MySQL, PostgreSQL, MongoDB) and ORM technologies (JPA, Hibernate)
Experience in designing single page application backend. Worked in projects to deliver end-to-end product features.
Knowledge of XML Suite of Technologies XML would be an advantage.
Hands on experience with contemporary build and deployment tools
Excellent use of IDEs and productivity tools including tools for testing
Knowledge of Message Queues and their use including Kafka, RabbitMQ, and MSMQ
Experience serving as technical lead throughout the full software development lifecycle, from conception, architecture definition, detailed design, scoping, planning, implementation, testing to documentation, delivery and maintenance is preferred
Knowledge of professional software engineering and best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations
Experience in development of distributed/scalable systems and high-volume transaction applications
Proven hands-on Software Development experience
Proven working experience in Java development
Contribute in all phases of the development lifecycle
Write well designed, testable, efficient code
Ensure designs are in compliance with specifications
Prepare and produce releases of software components
Support continuous improvement by investigating alternatives and technologies and presenting these for architectural review","Object oriented design, Hibernate, Tomcat, RDBMS, Coding, Java J2Ee Developer, XML, Postgresql, MySQL, JPA"
Java Developer,RIA Advisory,4 - 9 years,Not Disclosed,"Noida,Uttar Pradesh",24 days ago,5,520,"o Experience: 4-10 years
o Qualification: BE / B. Tech / BCA / MSc (Computer Science) / MCA
o Location: Pune / Trivandrum / Delhi NCR
o Technical Know- How: Core JAVA/ J2EE (Collections/JDBC/Hibernate, Servlets, SOAP or REST, JUnit, Multithreading), SQL / RDBMS, JavaScript, Oracle products tech stack, Oracle Database, Integrations

Job description:
 Ability to design and implement integration components between various enterprise systems.  Must have done at least 2 end to end implementation for large banks/Insurance companies as role of Technical lead.
 Working experience & sound understanding of JAVA/J2EE based Oracle products technical stack (XML, JSON, Integration with Oracle products, SOA, Middleware, JAVA).
 Experience designing and developing Batch and Realtime (REST/SOAP) interfaces for large data set in BFSI domain.
 Performance Tuning (Analysing AWR reports, SQL tuning, Partitioning & Archival, Writing most optimized scalable code, deployments).
 Ability to understand requirements from business stake holders and convert into technical designs.
 Able to analyse and convert data into usable format with complex SQL/PL-SQL.
 Experience in writing & understanding XSLT, developing REST APIs for Inbound and Outbound integrations.
 Working knowledge of scalable cloud native architecture and design fundamentals.
 Experience in Customization and configuration of complex On premise or cloud hosted enterprise software product.
 Well aware of Unix / Linux and basic Shell scripting exposure.
 Able to work with cross geography teams and manage & report workload on daily basis.
 Adaptable, hard-working, independent, accountable, a strong sense of ownership, confident and strong communication.
 Adaptability to pick up new technology quickly (Kafka, Spark etc.)

Personal Skills:
 Should have Flexible, Professional Approach.
 Demonstrated ability to manage teams with a results-oriented track record.","Hibernate, Core JAVA, J2Ee, SQL, Collection Framework, Multithreading, JDBC"
Java/J2EE Senior developer,HADOOLYTICS INC,4 - 9 years,Not Disclosed,Gurgaon,30+ days ago,1,16,"Person must be action oriented, with an innovative thought process and be able to work directly with customers.

Exposure to migrating large enterprise applications to cloud platforms such as AWS, RackSpace, Azure etc.

Experience in solution design for migration of legacy systems to cloud.

Strong senior level understanding and development background in J2EE, or .Net","development, level, java j2ee, enterprise applications, cloud platforms, jquery, cloud, uml, design, json, senior level, azure, applications"
Java Appdynamics- Danske IT,Diverse Lynx,6 - 10 years,Not Disclosed,Noida,30+ days ago,1,80,"The position is for Platform Engineer in Cloud Development Journey in IT Strategy, Architecture and Tools department
As a Platform Engineer in Cloud Development Journey, you will have an opportunity to implement and maintain smooth operation as well as physical design of a distributed AppDynamics fault, performance and trend analytics system. An opportunity to work independently with users to collect requirements and engineering monitoring solutions through customer acceptance. You should have an agile mindset, creative problem-solving skills and your ability to self-organize, take initiative and owning responsibility. Moreover, work autonomously with the mandate to move fast and do things differently.
You will be responsible for working with development teams to establish best practices around release processes and building those into release pipelines from laptop to production.
The position requires good communication skills.

Detailed Responsibility & Skills:-
? Install, Configuration, and Tuning of the following AppDynamics Servers: Controller, Event Service Cluster, End User Monitoring, ADA, ADRUM
? Reviews system design and works to continuously improve stability and efficiencies
? Provides system backup recovery methodology and makes recommendations regarding enhancements and/or improvements
? Formulates policies, procedures, and standards relating to system management, and monitors system resource utilization
? Responsible for reducing operational downtime for critical, scheduled, and unscheduled maintenance by accelerating deployments of approved changes/fixes/updates
and solutions and automate manual maintenance, deployment, diagnostic health checks, validation, and reporting
? Responsible for creating proactive and reactive monitoring methods, generating customer alerts within the Enterprise Event Management and Monitoring capability
? Skilled at user requirement gathering and can work independently to craft efficient monitoring, alarming solutions, and dashboards
? Understands the Agile process
? Ability to operationally support the underlying database as necessary
? Hands-on Java and/or .Net Development
? IT Operations and Application Support
? Application and systems performance management, measurement and analysis.
? Deployment and configuration of complex enterprise software
? Solid understanding of Operating Systems (Linux/Windows)
? Experience with J2EE/LAMP/Microsoft stack
? Cloud and containerization experience
? Strong understanding of built-in O/S monitoring and performance tools.
? Working with a wide variety of platforms and application stacks. Ability to understand new application frameworks in customer environments quickly
? Works with minimal direction as a seasoned resource
? Support customer initiatives in their transition towards modernization
? Tracks own work and backlog, familiar with Agile methodology
? Prioritize own work in accordance with user priorities and stakeholder expectations
? Communicates efficiently and effectively both written and verbal
? Reviews system design and works to continuously improve stability and efficiencies

Mandatory:
? Knowledge about APM tools (NewRelic / AppDynamics / DataDog / OpenTracing)
? Dotnet/Java
? Linux/Windows
? SQL
? Reverse proxy administration (e.g.: IIS)
? API
? Elastic knowledge
? Fault and Performance Monitoring Tools Administration","Application support, IIS, Linux, .Net, J2Ee, Windows, microsoft, SQL, Python, Physical design"
Sr. Java Developer,MobileProgramming,3 - 8 years,Not Disclosed,Mohali,30+ days ago,1,657,"8 years of Java development experience 4 years of microservice development experience with Spring boot framework Core Advanced Java (Threading, Design Patterns, Data Structures) J2EE, REST web services Excellent knowledge of Enterprise Design Patterns Full stack development with Angular 8 experience will be a plus Experience with test driven software development Exposure to telecom domain ETOM/ SID which make the TM Forum framework","spring boot, Telecom, eTOM, Advanced Java, Web services, Data structures, J2Ee, SID, microservices, Testing"
"Senior Team Leads, Team Leads & Member technical",India Mobility Research,2 - 5 years,Not Disclosed,Gurgaon,30+ days ago,1,222,"B. Product Architects, Senior Team Leads, Team Leads & Member technical All the design team members at various levels will be responsible for carrying product architectures, high level & detailed design of 3GPP mobile specified mobile network infrastructure using the state of art design/ implementation tools & methods. Specific expertise areas categorized in:

Call Control & Mobility Management Object oriented Design & Development. Object Oriented (SDL/ UML based) Design & Implementation methodology. Working experience on CALL CONTROL of MSC/ PSTN/ ISDN/ ISUP/ IN/ CAMEL or EDGE/ GPRS based Packet Switching.

GERAN (Circuit Mode and Packet Mode) based Radio Resource Management

Stacks Development & Integration GSM, ISUP, Q.931, IN MM, MAP, BSSAP, MTP2, SSCP, MG, MEGACO, H.264

Experience with working upon Power PC, Embedded Linux/ RTOS.

Working knowledge in GSM/ GPRS protocol stacks Good exposure to 3GPP Technical specifications Good command over C or UML 2.0 3. System Platform & Drivers Development Experience in High end DSPs, Power PC and development tools.

RTOS- ThreadX, Montavista Linux, Freescale Smart OS. Experience in Embedded SW development & Device Drivers, Exposure to Linux, UNIX systems shall be preferred Possess good understanding of middleware/ C/ UNIX/ Assembly Embedded systems driver development and Testing. HW health checking and test applications. 4. DSP Applications / Base band Development Experience in High end DSPs and Development tools. Experience in GSM/ GPRS/ UMTS Layer 1 signaling processing and control modules.

Real- time Embedded system design, coding, testing and troubleshooting and some hardware knowledge.

Good command over C, Assembly or UML2.0 Simulation experience in MATLAB, SPW tools. Good exposure to 3GPP Technical Specification. Experience of developing across various processors :freescale (Starcore), ADI (Blackfin and Tigershark) preferred.

5. DATABASE (DB) Should have good understanding of DB concepts, Good C++ knowledge Should have working experience in industry standard databases (oracle, mysql etc.)

Experience in designing databases for real time systems. 6. OMC DESIGN & DEVELOPMENT Object oriented Design & Development OSA (Open System Architecture) JAVA, J2EE, JDBC & C++ 2G & 3G management application & continuity for circuit and packet domain; Operations and Network scalability through modular client server architecture.

Desirable : Object Oriented (SDL/ UML based) Design & Implementation methodology. Network Management Protocols (SNMP), Open Framework in Telecom Networks.

Should have worked on OAM sub- systems 7. Network Agent Developer Working experience on Agent development for MSC/ BSC Sound knowledge of SNMP Hands on experience on embedded Review, absorption and enhancements, Support the production,

Experience in Hi- speed Board design in Telecom / Datacom.

Hardware based on Starcore and MPC PowerQUICC network processors.

Product life cycle experience in RF Design/ Products FPGA and design experts with capability in Verilog, VHDL, T1/ E1/ DS1, Traffic Shapers, Mappers and Framers. Specific experience in System Design aspects is highly preferred.

DESIRABLE: Experience in writing hardware abstraction layer, device drivers for ATM, IP, DS1, T1/ E1 framers/ devices. Hands on experience on VxWorks/ Embedded Linux and C, C+, Programming skills is a preferable.","RTOS, GSM, c++, c, oracle, testing, Troubleshooting, sql, Telecom, java, operations, UML, linux, j2ee, JDBC, mysql, unix"
Software Engineer (Java/J2EE),Exponent Software Solutions,2 - 4 years,Not Disclosed,Gurgaon,30+ days ago,1,291,"Job Description :

Key Skills: Struts, Spring, Hibernate, Tomcate, MySql.

Roll:Software Engineer/ Programmer.

Job Description:

Develop web application using above mantion skills Experience in design (database and application). Applications development using Java/ J2EE and proficiency in MySql is a must. Design experience using Object Oriented Designing Patterns Translation of user requirements into systems design Shipping Industry related experience will be an added","development, web application, java j2ee, systems design, hibernate, spring, designing patterns, shipping, application, web, struts, design, j2ee, mysql, software engineer, applications"
Senior Developer / JAVA Developer,Bdsd Technology,2 - 4 years,Not Disclosed,Delhi,30+ days ago,1,203,"Senior Developer / JAVA Developer
Language : JAVA , Spring Boot , MYSQL
Experience : 2-4 Years","spring boot, Java J2Ee Developer, MySQL, J2Ee"
Technical Lead / Software Engineering Lead,Capital Placement Services,3 - 5 years,Not Disclosed,Panipat,30+ days ago,1,306,"Required Skills: (Any one or Multiple)

A- Java

- Java, J2EE, Spring, Hibernate

- MySQL, MongoDB, Database Schema Design

- Android, XML

B- NodeJS

- Node.js, Express.js, JWT, Passport and other useful node packages

- MySQL, MongoDB, Database Schema Design

- JavaScript, JQuery, HTML, CSS, BootStrap, Cordova, Ionic/ React/ Angular

C- Python

- Python, NumPy, OpenCV

- Ruby on Rail

Requirements:

- Should have worked in high traffic consumer facing company

- Experience in AWS, Microservices, Docker

- Should understand BDD/ TDD/ Performance/ Security/ Smoke testing

- Should understands CI and CD, writes tests to ensure CI/ CD processes work","python, css, testing, Schema, bootstrap, hibernate, javascript, jquery, sql, microservices, docker, Android, spring, angular, node.js, java, TDD, xml, j2ee, html, mysql, aws, mongodb, Ruby"
Senior Software Engineer,Q3 technologies,3 - 4 years,Not Disclosed,Gurgaon,30+ days ago,1,495,"Bachelor s degree in computer science, or equivalent
60% and above throughout academics
3-4 years Senior Software Engineer Job Description
Contributing in all phases of the development life cycle
Excellent knowledge of Core Java and Spring MVC.
Sound understanding of various design patterns and fundamental computer science concepts related to databases, data structures etc.
Candidate should have working knowledge on web services. Should have worked in distributed agile model and continuous integration.
Strong experience with REST API and SOAP web services. Should be able to communicate with customer and other teams
Skill Set Required : Java 8, Spring Boot, Spring Data, Spring REST, MYSQL, Angular Notice Period Immediately available
Any Other Relevant Requirement : Should be efficient with Java J2EE and related technologies.
Contribute in all phases of the development lifecycle.
Ability to code, design, unit-test, code-review and create technical specifications/ documentation.","Computer science, spring boot, continuous integration, Core Java, Web services, MySQL, Agile, Data structures, J2Ee, Unit testing"
"Java Developer (Microservices, Spring Boot)(3-8 year)",Glan Management Consultancy,3 - 8 years,Not Disclosed,Gurgaon/Gurugram,30+ days ago,1,369,"Application Developer to Design, build and configureapplications to meet business process and application requirements in App
The incumbent will be key player on our interdisciplinary team and play a rolein managing shaping the Ecom functional applications for ecom Apps
Key Responsibilities:
Design and build softwaresystems that have well-defined interfaces
Communicate with the tech lead,to understand the technology thoroughly
Perform unit and system testing
Work in an agile environment
Technical Experience:
Experienced in Micro services architecture and javawith good understanding of design patterns , spring boot framework
Expertise in RESTful web services , Ajax-drivenclient applications, and includes Advanced JavaScript architectures.
Extensive knowledge of SQL
Knowledge of MongoDB , Apache Kafka, and Kubernetes
Knowledge of the concepts ofecommerce like articles, price and inventory, and had worked with externalvendors to set up feeds and processes for these on projects.
Professional Attributes:
3+years of experience of Micro services architecture and Java design patterns who can work in collaboration with team members and build positiveworking relationships
High level of commitment tobusiness satisfaction and agility
Possess a strong work ethic andis passionate about his/her role with the attitude to learn","spring boot, System testing, Hibernate, Java J2Ee Developer, Javascript, Agile, Apache, microservices, SQL, Ajax"
Technical Lead- Full Stack Java,Provar,10 - 13 years,Not Disclosed,Gurgaon/Gurugram,2 days ago,1,Less than 10,"We are looking for a pragmatic and highly energetic full stack Java Tech Lead for the core product line of our organization, where we will be working on bleeding edge technologies and leading the charge of innovation in the Test Automation industry. This role drives the engineering delivery and works closely with the product team.

What you ll do:
You will be a part of a team developing our core product. You will be an integral part in advancing our technical strategy and work diligently to deliver on that vision. You will also work directly with stakeholders to explore and prove plausibility of concepts and potential solutions. Along with writing and deploying code, you will be responsible for technical design and feasibility, championing modern patterns and principles, delivering value to the business quickly (without sacrificing quality), and leading a team of developers.. A typical day is a mix of hands-on coding, meetings with product stakeholders, team technical discussion and line management activities..

About you:
You ll have:
10 - 13 years of Full Stack JAVA Development experience on multiple stacks including Spring (MVC/IOC),SQL, Angular/React/Vue/MERN/MEAN and SOAP/REST-based Web Services
Understanding of architectural design patterns and frameworks with strong computer-science fundamentals
Hands on experience of at least 1 year with cloud solutions (AWS or Azure preferred), working with infrastructure as code, CI/CD and related tools.
Ability to lead a team of senior developers.
You ll be:
Innovative and have an open-minded problem-solving approach.
Familiar with twelve-factor app methodology for building software-as-a-service applications
Able to define solution options, provide estimates on effort and risk, and evaluate technical feasibility.
Able to rapidly prototype and build robust, scalable solutions and to discern which approach is appropriate for meeting defined objectives.
Mentoring engineers by means of reviewing their code, design documents, project plans etc. to reduce in-efficiencies, increase throughput and ensure short-term decisions are eliminated to ensure resiliency of the systems.
An excellent communicator, both in writing and conversation from a client facing/C-level interaction perspective
Responsible for line management of 10-12 developers, deeply invested in their professional growth and symbiotic relationship with the organization..

It may be advantageous to also have these skills:
Salesforce Platform Development
Selenium/Cypress/WebdriverIO

What you ll get in return:
You ll benefit from:
A competitive salary
Comprehensive health insurance
A vibrant and fun work culture, with regular social activities
Friendly work colleagues who genuinely care about other
A truly diverse working environment
The chance to work with international work colleagues
The opportunity to grow and develop your career","Computer science, Health insurance, Automation testing, Prototype, Coding, Java J2Ee Developer, Architectural design, Selenium, SQL, Salesforce"
Java Developer,Aeologic Technologies,5 - 10 years,Not Disclosed,Noida,30+ days ago,1,165,"Spring MVC 3.0, Hibernate, java Script, Ajax, J2EE(JSP and Servlets).

Spring Batch, Spring Boot, Spring Rest

Experience more than 5 yrs.

The candidate should be strong in core java (with all current updates)

Ability to work in a fast-paced environment and multi-task on various activities whilst maintaining standards and guidelines.

You should enjoy collaborating with a team but will have the ability to work independently.

Excellent communication skills for US Process.","Hibernate, Core Java, Automation, SAP, JSP, PHP, J2Ee, Apache, Ajax, Android"
Java Developer,mTree Software Pvt. Ltd,2 - 4 years,Not Disclosed,Noida,30+ days ago,1,2382,"Experience in core Java development, Spring, Struts, Hibernate
Experience in: Re- designing of applications will be an added plus
Scripting: Java Script / Django/ node.js, exe.js / REST / Core Java, J2EE
Database: MySql / Postgres/ Non relational database/ MongoDB
Qualification: B.Tech / M.","rest, Hibernate, J2Ee, puter science, Core Java, java, Django, MySQL, Node JS, Javascript, Struts, MongoDb, applications"
Senior Software Engineer - Java,Aeroqube Technologies,5 - 10 years,Not Disclosed,Noida,30+ days ago,1,Less than 10,"Participate in features development, component development as member or team or at times alone.
Follow software development best practices for design and code development.
Participate in understanding requirement and formulate solution to the problem using technology and design.
Build systems for other to solve practical real-life problems.
Responsible for quality of deliverables.
Responsible for following standard practices and methodologies for Software Development.
Development of team members where someone is in learning process.
Desired Candidate Profile:
3 - 5 years of experience with Java software development with Core Java, JSP-Servlets, Struts and Tile framework understanding as MVC .
Compiling and decompile Java binaries with various Java target platforms. Understanding of Java version features in Java 1.5, Java 1.8 and Java 11. Libraries dependency management.
Experience in dependency tracing and resolving in Java libraries.
Development experience in Web Application using J2EE with RDBMS and/or HTML5, JavaScript.
Used Java de-compiler tools like (any) JD/JD-GUI/JAD/JADE/ to decompile existing .class, .jar and .war to java source code
Understanding of various common opensource third-party libraries available in Java for reference
Understanding of Java versions and language syntax compatibility
Understanding of JVM and class version supported in general
Established coding experience in JEE and application server software development (JMS, JDBC, JTA, Web Services)
Well versed with common application servers (JBoss, Tomcat)
Experience with JBoss Application Server is an asset
Knowledge of presentation languages such as JSP, HTML, Style Sheets, JavaScript, etc
Familiarity with AJAX, JQuery, Angular, React and equivalent technologies
You have sophisticated analytical and problem-solving skills.
You demonstrate strong attention to detail.
You possess excellent interpersonal and communication skills to explain complex concepts to colleagues and non-technical professionals.","SAN, French, Coding, RDBMS, Analytical, Javascript, Struts, HTML, J2Ee, Ajax"
Java Production support,Diverse Lynx,3 - 4 years,Not Disclosed,Noida,30+ days ago,1,151,"Experience: At least 3 - 4 years of experience
Good experience in implementing J2EE design patterns
J2EE Distributed Enterprise Applications >
3.5 years of extensive experience in design and development of complex systems based on J2EE framework.
Should have experience in working in Production Support or implementing large systems following full SDLC.
Expert knowledge in advanced technologies like Core Java, Spring, Hibernate, JPA, Log4j >>
Backend / ServerSide Integration
Good hands on SQL queries.
Working knowledge of SOAP and REST webservices.
Knowledge of any Application Server (preferably Weblogic and Websphere )
Some experience in EJB , JMS, Web Services, MQ Series and OOAD, Class designs etc using UML modeling.
DevOps: Build Tools like Ant and Maven
Excellent debugging skills.
Exposure to DevOps Tools I, e, Jenkins, Bitbucket/Git, SonarQube etc.
,","Hibernate, Core Java, Web services, Production support, UML, Weblogic, OOAD, J2Ee, EJB, Apache"
Java/J2EE Senior developer,HADOOLYTICS INC,4 - 9 years,Not Disclosed,Gurgaon,30+ days ago,1,Less than 10,"Must have 4+ years of hands-on experience in Java and J2EE technologies
Experience in development of Java/J2EE solutions: Hibernate, Spring, Struts, JSF
Experience in modelling tools
Self-starter and ability to work under minimum supervision.
Additional skills
Strong experience in application design (UML), design patterns and performance tuning","Performance tuning, Application design, Hibernate, jQuery, UML, Struts, JSON, J2Ee, JSF, Supervision"
Big Data Architect,Right Step Consulting,5 - 10 years,Not Disclosed,Gurgaon,30+ days ago,1,26,"Job Description
Must have worked in Big Data technologies for atleast 1 yrs
Must have worked on Java Technologies for atleast 5 yrs Mandatory Skills Technical Experience
Hands on experience on Hadoop technologies(Hive, Pig, Sqoop, Map reduce Framework HDFS)
Good understanding of Lambda Architecture
Experience in core Java and J2EE technologies.
Good understanding and working knowledge of any Application Server
Good understanding and working knowledge of SOA architecture and its related technologies
Experience with integration of data from multiple data sources
Fair knowledge on NoSQL databases such as MongoDB, HBase, Cassandra etc
Fair knowledge on any RDBMS Designing Skills
Must have experience in understanding business vision to prepare ETL solution architecture
Identifying solutions to key technical challenges in projects concerning Data Integration Communication Skills
Must have very good oral and written communication skills
Must have experience in presenting technical topics to large audiences
Industry: IT-Software / Software Services
Functional Area: IT Software - Application Programming, Maintenance
Role Category: Technical Architect
Role: Technical Architect

Desired Profile
Technical Skills:
Knowledge of building stream-processing systems, using solutions such as Storm or Spark-Streaming
Knowledge on DW Concepts
Exposure to any scripting languages (Perl / Python / shell script etc.)
Fair knowledge on Analytics Visualization
Exposure on Big Data ML toolkits, such as Mahout, SparkML
Research Skills
Need to be proactive towards research, POC implementation, comparing alternative components and preparing reports on the same.

Education:UG -Any Graduate - Any Specialization, Graduation Not Required
PG - Any Postgraduate, Post Graduation Not Required
Doctorate - Any Doctorate - Any Specialization, Doctorate Not Required","Solution architecture, Core Java, SOA, RDBMS, Application programming, J2Ee, Perl, Analytics, Software services, Python"
Full Stack Developer,Xebia It Architects,5 - 10 years,Not Disclosed,Gurgaon,30+ days ago,1,72,"What you will do:
You will be building our future products! Work with our Technical Product Managers and an international team of fellow kick - ass developers to create and extend our elegantly simple products.
Architect, design, implement and test product features, working in a team of developers who are just as passionate about technology as you are
Get the opportunity to work with the latest technologies Scala, Akka, ReactJS, Git, Docker, cloud, Gradle
Improve your skills on our bi - weekly knowledge exchange events, monthly tech rallies and training opportunities
Work with the best tools money can buy top of the line Macbook or other laptop and latest development tools
Minimum 5 years professional Java software development
Proven ability to design and develop complex applications, a self - starter.
Team player who thrives in a high - energy, dynamic environment, with experience in working in an agile development process
Results - driven: delivering the best possible product at the right time is what counts!
Ability to think analytically with a strong focus on results.
Good written and spoken English.","Backend, GIT, Java J2Ee Developer, Agile development, Software Development Manager, SCALA, Cloud, Agile, Python"
Senior Java Developer,Iomedia,4 - 8 years,Not Disclosed,Delhi,30+ days ago,1,12,"ESSENTIAL REQUIREMENTS:
Minimum of 4-6 years hands-on experience on J2EE Development?
Experience in Maven and Spring MVC 4.0 and Spring boot
Strong hands-on experience with Core?Java, J2EE & SOA Architecture
Excellent Debugging / Troubleshooting skills
Should be able to handle a team technically.
Knowledge on AWS
Should have strong SQL & RDBMS skills and?developer?experience on databases like MySQL,SQL Server, Oracle.
Should have the ability to pick up any ad-hoc technology and continuous curiosity for new technologies on the horizon.
Extensive experience developing applications using Open Source Frameworks, IDEs, and?Java?Application Servers
ADDITIONAL REQUIREMENTS:
Should be able to independently design the solution for quality and reusability
Successful completion of multiple projects working in an Agile team environment
Experience with designing and implementation of large software systems, and working with distributed teams to deliver them in a timely manner without sacrificing quality? Liaise with business stakeholders to ensure flawless execution of Projects
Proven working experience in technical development and management
Solid understanding of the full development life cycle
Working knowledge of the general software landscape, architectures, trends, and emerging technologies
QUALIFICATIONS:
4 to 8 years experience in the IT Software Industry
B-Tech or Post Graduate degree in Computer Science or equivalent
Excellent communication skills - verbal & written.","SOA, RDBMS, MySQL, Debugging, Agile, J2Ee, Oracle, Troubleshooting, Open source, SQL"
Lead Java Developer,Iomedia,8 - 10 years,Not Disclosed,Delhi,30+ days ago,1,87,"ESSENTIAL REQUIREMENTS:
Minimum of 5-9 years hands-on experience on J2EE Development?
Minimum 3 years of experience in Maven and Spring MVC 4.0 and Spring boot
Strong hands-on experience with Core?Java, J2EE & SOA Architecture
Experience in Hibernate
Excellent Debugging / Troubleshooting skills
Good Communication Skills.
Should be able to handle a team technically.
Knowledge on AWS
Should have strong SQL & RDBMS skills and?developer?experience on databases like MySQL, SQL Server, Oracle.
Should have the ability to pick up any ad-hoc technology and continuous curiosity for new technologies on the horizon.
Extensive experience developing applications using Open Source Frameworks, IDEs, and?Java?Application Servers
ADDITIONAL REQUIREMENTS:
Should be able to independently design the solution for quality and reusability
Proven project management experience
Successful completion of multiple projects working in an Agile team environment
Experience with designing and implementation of large software systems, and working with distributed teams to deliver them in a timely manner without sacrificing quality?
Project Planning
Liaise with business stakeholders to ensure flawless execution of Projects
Should have traversed the path from Developer to Project Manager
Assemble and lead technical and non-technical project team
Proven working experience in technical development and management
Solid understanding of the full development life cycle
Working knowledge of the general software landscape, architectures, trends, and emerging technologies
QUALIFICATIONS:
8 to 10 years? experience in the IT Software Industry
B-Tech or Post Graduate degree in Computer Science or equivalent
Excellent communication skills - verbal & written.","project management, oracle, rdbms, SOA, maven, hibernate, Troubleshooting, sql server, sql, spring, spring boot, java, spring mvc, Java J2Ee Developer, j2ee, mysql, mvc, agile, aws, Open source"
Java Developer,Coders Brain Pvt Ltd,2 - 4 years,Not Disclosed,Gurgaon/Gurugram,30+ days ago,1,1648,"Essential:
Java J2EE
JAVA based frameworks e.g. Spring ( IOC, DI, Security, Transaction) , Hibernate, Maven
MySQL / MongoDB
Rabbit MQ, Celery
Git
Knowledge of CI/CD processes
Preferred
Understanding of the threading limitations of Python, and multi-process architecture.
Knowledge of web service technologies such as JAX-RS, JSON, JAXB, JAX-WS, and WSDL
Familiarity with event-driven programming in Java-8
Experience in working on Amazon Web Services (AWS) environments.","Maven, Hibernate, JAXB, GIT, Web services, MySQL, MongoDB, JSON, J2Ee, Python"
Java Developer,Crosslynx Technologies Services,4 - 7 years,10-17 Lacs P.A.,"Noida,Uttar Pradesh",2 days ago,4,222,"Company Crosslynx US LLC
Location India Division, A-50, Second Floor, Sector-67, Noida-201301
Position Junior Java Developer
Department  Software
Experience  4-7 years

DESIRED CANDIDATE PROFILE
Responsibilities:
Designing, coding and debugging of Java, J2EE application systems
Object-oriented Design and Analysis (OOA and OOD)
Evaluate and identify new technologies for implementation
Ability to convert business requirement into executable code solution
Provide leadership to technical team
Ability to analyze and resolve technical query in project execution
Knowledge & Experience:
Experience in Java/J2EE applications from 4-7 years.
Proficiency in Core Java, J2EE, XML, Struts, Spring, Hibernate, JMS
Database (Oracle/SqlServer/MySQL)
Core Java Language (Collections, Concurrency/Multi-Threading, Socket Programming, RMI, Localization, JDBC)
Web Technologies (Struts/Struts 2, Hibernate, JSP, Restful Services, Web Services SOAP, HTML/DHTML, JavaScript, Angular JS)
IDE Eclipse, Repository Tool (Git, Perforce)","Hibernate Framework, Java Spring Boot, Java Development, Object Oriented Programming, JMS, XML, MySQL, Struts Framework, Soap Web Services, J2Ee Architecture, Javascript Frameworks"
Java Developer,Coders Brain Pvt Ltd,4 - 7 years,Not Disclosed,Noida,30+ days ago,1,201,"Solid hands on experience in Java/J2EE and open source web frameworks Spring, Hibernate or JPA
Developing Applications using Java, J2EE technologies
Developing Java Web applications with focus on building REST APIs
Sound knowledge in Core Java.
Good Knowledge of Restful or SOAP Web Services consumption in web application
Experience with AWS cloud services, especially AWS Cognito, IAM, API Gateway, SAML, RBAC and SSO","Hibernate, Core Java, Web services, Cloud Services, Web application, JPA, J2Ee, SAML, Open source, AWS"
