Job Title,Company Name,Experience Range,Salary,Location,Posted Date,Openings,Applicants,Job Description,Keywords
Technical Support Representative,TELUS International,0 - 3 years,Not Disclosed,Kolkata,30+ days ago,1,1729,"The Role The Repair Service Attendant role is responsible for providing upbeat customer service as a contact center representative to assist current voice and high-speed internet customers. Troubleshoots service-related issues including hardware and software configurations. All contacts are inbound and are technical support only, NO SALES REQUIREMENTS. The Main Responsibilities
Works with customers to identify service-related needs and offers the most appropriate solutions while providing world-class customer service.
Diagnoses and resolves basic network and modem functionality issues, including landline troubleshooting.
Walks customers through common phone hardware and software configurations to maximize service functionality.
Provides solutions and resolution resources for customer repair problems.
Interfaces with customers over the phone providing status updates and ensuring service has been restored.
Schedules a technician dispatch for on-site service calls when necessary.
Escalates appropriate technical issues to upper-level technical support when needed. What We Look For in a Candidate
Ability to multitask in a Microsoft Windows environment and utilize multiple programs for troubleshooting.
Requires customer contact and the ability to effectively communicate over the phone with both internal and external customers
Must be a consistently flexible, independent, self-motivated problem solver who enjoys working in a fast-paced environment
Demonstrated strong interpersonal communication skills when working with both internal and external customers.
Ability to work flexible hours including evenings, weekends, holidays, and overtime is required
Experience with common internet software is preferred.
Preferred but not required: 6 months experience in technical support, help desk, and/or contact centers. Work From Home System Requirements:
Must subscribe to High-Speed Internet Service with minimum speed of 10 mbps (No VoIP service is allowed).
PC must be physically connected to modem/router using Ethernet cable (ie computer cannot be run on a wireless connection)
You are responsible for establishing a dedicated workplace in your home or work location.
The workplace must have adequate work surface and be free of background noise and distractions.
During assigned work hours you must make arrangements for childcare and ensure that pets or others cannot be heard by customers. Education Competencies
Innovation Agility Meets Definition: Approaches work with a continuous improvement mindset; takes a creative approach to problems or opportunities; can work effectively under ambiguous circumstances; applies alternative solutions; leverages multiple sources for new ideas; keeps the needs of the business and customer in mind.
Accountability Ownership Meets Definition: Makes clear connections between individual accountability and success of the company; avoids a victim mindset and transference of responsibility; follows through to resolve issues even when they are beyond immediate job responsibilities; takes ownership for downstream results. Demonstrates a high level of commitment and perseveres in the face of challenges or setbacks.
Communication Self Awareness Meets Definition: Approaches all communications with honesty and openness; ensures that information is timely and relevant; provides clear, concise oral and written communications; actively asks for feedback, input and checks for mutual understanding; adapts communications to the audience; gains agreement to support ideas; leverages ideas and information from others; maintains respect for fellow employees and understands how personal behaviors impact others.
Customer First Meets Definition: Has a customer centric mindset; places all work and accountabilities in context with the needs of external or internal customers; meets or exceeds expectations and service requirements; acts promptly to resolve issues; looks for opportunities to add value for the customer; maintains relationships based on honesty, trust, and respect.
Urgency Courage Meets Definition: Distinguishes items of key importance and applies the appropriate action timely; responds with an insistent character; possesses the conviction and fortitude to face difficult situations through rational, balanced means.
Collaboration Alignment Meets Definition: Maintains productive relationships within and outside the team; understands key stakeholder; shares important or relevant information; can find common ground, facilitates cooperation and teamwork; proactively addresses issues and problems to achieve common objectives.
Celebration Have Fun Meets Definition: Demonstrates gratitude and thankfulness through interactions with co-workers and customers; recognizes and responds quickly to exceptional work with proclamations of praise appropriate to the individual; actively finds enjoyment in their role and encourages those around them.
Effective Decisions Meets Definition: Applies expertise, experience and judgment to reach good decisions; accurately determines the types and levels of information required; takes appropriate risks, manages conflicting priorities; moves quickly from problem to resolution and has a ""fail fast"" mentality where needed; maintains momentum and recovers quickly from setbacks; understands how individual and team responsibilities and performance impact the overall success of the Company, process, system; empowers, enable and trusts others to make decisions.
Additional Job Description
The Role The Repair Service Attendant role is responsible for providing upbeat customer service as a contact center representative to assist current voice and high-speed internet customers
Troubleshoots service-related issues including hardware and software configurations
All contacts are inbound and are technical support only","BPO, Ethernet, Agile, VOIP, Customer service, Troubleshooting, Technical support, Consumer electronics, Downstream"
Video Editor,Isha Foundation,1 - 4 years,Not Disclosed,Mysore/Mysuru,30+ days ago,1,119,"Editing segments of motion video production footage and special effects.
Job Responsibilities
1. Good sense of timing and visual awareness.
2. Edit film pieces to ensure logical sequencing and smooth running.
3. Take a brief to grasp the teams (Directors) need and specifications.
4. Input music, dialogues, graphics and effects.
Required Competencies
Educational Qualification : Any
Skill Competencies :
1. Proven work experience as a video editor.

2. Solid experience with digital technology and editing software packages (e.g. / Adobe Premiere / After Effects, Avid Media Composer and Light works etc.).

3. Demonstrable video editing ability with a strong portfolio.

4. Familiarity with effects and compositing.

5. The ability to work under tight deadlines.
Gender : Any
What do we look for in ourcandidates

EntrepeneuralSpirit and an egoless nature.

Proven workethicwith utmost integrity and desire to excel and succeed.

Selfmotivated,passionate, empathetic and approachable.

You love tohavefun, but you also take your responsibilities seriously.","Graphics, Adobe Premiere, Software packages, Excel, ISIS, Video Editor, Manager Technology, Video editing"
Video Editor,Isha Foundation,4 - 6 years,Not Disclosed,New Delhi,30+ days ago,1,313,"Editing segments of motion video production footage and special effects.
Job Responsibilities
1. Good sense of timing and visual awareness.
2. Edit film pieces to ensure logical sequencing and smooth running.
3. Take a brief to grasp the teams (Directors) need and specifications.
4. Input music, dialogues, graphics and effects.
Required Competencies
Educational Qualification : Any
Skill Competencies :
1. Proven work experience as a video editor.
2. Solid experience with digital technology and editing software packages (e.g. / Adobe Premiere / After Effects, Avid Media Composer and Light works etc.).
3. Demonstrable video editing ability with a strong portfolio.
4. Familiarity with effects and compositing.
5. The ability to work under tight deadlines.
Experience : 4 ~ 6years","Graphics, Adobe Premiere, Software packages, Excel, ISIS, Video Editor, Manager Technology, Video editing"
Video Editor,Isha Foundation,4 - 6 years,Not Disclosed,Coimbatore,30+ days ago,1,177,"Take a brief to grasp Video Publication team needs and specifications.
Trim footage segments and create rough and final cuts.
Input music, dialogues, graphics and effects.
Continuously discover and implement new editing technologies and industry s best practices to maximize efficiency.
Required Competencies
Educational Qualification : Bachelor Degree
Skill Competencies :
1. Proven work experience as a video editor.
2. Solid experience with digital technology and editing software packages (e.g. Final Cut pro / Adobe Premiere / After Effects, Avid Media Composer and Light works etc.).
3. Demonstrable video editing ability with a strong portfolio.
4. Familiarity with special effects, 3D and compositing.
5. Experience in film studies, cinematography or related field would be an added advantage.
6. The ability to work under tight deadlines.
Experience : 4 ~ 6years
Gender : Male","Graphics, Post production, 3D, Adobe Premiere, Software packages, Excel, Publishing, Video Editor, Manager Technology, Video editing"
Child Psychiatrist,Mind And Brain Hospital,0 - 2 years,Not Disclosed,Bangalore/Bengaluru,30+ days ago,1,120,"Assess and screen patients by conducting psychiatric evaluations, including interviews, medical histories, physical exams, observations, and psychological testing
Analyze data and results of assessments to diagnose patients
Prescribe and administer medications according to diagnosis
Monitor patients to determine efficacy and potential side effects of medications
Develop a treatment plan, measure progress against the plan, and make adjustments as needed
Provide crisis intervention as needed
Complete all necessary clinical documentation in an accurate and timely manner
Collaborate with a broader team of physicians, psychologists, and nurses to assess and adjust treatment plans
Coordinate and communicate with case managers and other stakeholders about treatment and care","SIDE, Monitoring, Testing"
Video Editor,Cirifort Enterprises,0 - 1 years,3-3.5 Lacs P.A.,"New Delhi,Delhi",22 days ago,1,127,"Designation - Video Editor

We are looking for a dynamic and result-oriented Video Editor, responsible for rendering visually and mass appealing videos that match the company's vision and are suitable for broadcasting.

Role and responsibility:
Capture high-quality videos
Trim video segments and combine the sequences of the film/ video.
Input effects, graphics, dialogues, and music into the videos to make them more visually appealing.
ÃÂÃÂ Prepare rough and final cuts for the videos. Insert music and necessary sound effects into the video clips.
Add graphics, and ensure videos meet brand guidelines.
Coordinate with the team members for inputs, suggestions, and feedback and deliver them as per their requirements.
Monitor all technical aspects of recording and editing. ÃÂÃÂ Ensure correct formatting and presentation of finalized videos


The candidate must possess the following requirements:
ÃÂÃÂ In-depth knowledge of video production: editing techniques, video equipment, and tools.
Solid experience in using video editing software like Adobe Premiere Pro, Final Cut Pro, etc.
Outstanding experience with After Effects, and Adobe audition.
Create and edit short videos based on recorded clips or screen recordings.
Creative thinker and excellent time management skills.
Proven work experience as a Video Editor.
Solid experience with digital technology and editing software packages.
Attention to detail and accuracy.
ÃÂÃÂ Experience in Motion Graphics is a must","Video Editing, Adobe Premiere Pro, Motion Graphics, Aftereffects, Final Cut Pro"
Hiring For International Voice - Fresher - Cochin,Cognizant,0 years,Not Disclosed,"Kochi/ Cochin,Kerala",7 days ago,10,400,"Summary of the job profile:
24*7 voice process managing inbound calls and making outbound calls to assist Cognizant associates with admin related queries / concerns
Work from office at Cochin, no work from home
Rotational shift and work off (including night shift)
Requirement is for PE level
Any graduate with excellent skills, should be willing to stay for long-term
Salary 2.50 LPA.","International Call Center, Voice Process, International BPO, International Voice Process"
Openings For Voice Process_Freshers_Mumbai,Trigent Software,0 years,Not Disclosed,Mumbai (All Areas),8 days ago,20,32,"Greetings from Trigent Software Pvt Ltd !!

We have Openings for International voice process for our MNC Client.

TPR_ Mumbai

JD :
Provide assistance in resolving customer and employee problems, incidents, issues, requests, and queries.
Collaborate with other support teams as needed to ensure the timely resolution of requests and issues.
Ensure accurate documentation, timely notification, proper escalation, efficient tracking, and thorough follow-up for all incidents.
Focus primarily on customer and employee interactions rather than transaction processing.
Strong communication and interpersonal skills.
Ability to work collaboratively with cross-functional teams.
Detail-oriented with excellent organizational skills.
Problem-solving and critical/logical thinking abilities.
Handle customer calls efficiently and professionally.
Assist customers with their queries, providing accurate and helpful information.
Work exclusively during night shifts; no exceptions.
Be present at the office, as this is not a work-from-home position.


Requirements: Excellent communication skills

Availability for night shifts is mandatory.
No remote work option available; you must work from the office.

Only commerce Graduates- Freshers
BE / B.Tech/ BCA- please dont apply

Location: Airoli, Mumbai

Interested candidates can apply or send resume to asreen_p@trigent.com","International Voice Process, US Process, Voice Process, International BPO"
Hiring For Video Editor,Litost India Infotech,2 - 5 years,Not Disclosed,Noida,30+ days ago,1,190,"Creating motion graphics for video
Working with the Creative Team and to conceptualize storyboards
Creating Social Media videos, animation clips, and infographics video
Creating beautiful yet simple explainer videos on products, services, and applications
Creating corporate videos, marketing demos, whiteboard animation, and motivational videos
Participate in Shoots and video editing
Skills & Competencies :-
Video Editing
Raw Material
Motion Graphics
Special Effects
Software Packages
Animation
Audio
Avid Media Composer
3D Compositing
motion 3dv VFX
Education Requirement :-
Any Graduate in Any Specialization
Experience Requirement :-
2-5 years of proven experience in motion graphics animation","Graphics, Software packages, 3d compositing, Social media, Video Editor, Animation, Video editing, Content editing, content designing, Raw material"
Associate Analyst (Research Rater),Hitachi Ltd.,0 - 2 years,Not Disclosed,Remote,11 days ago,1,800,"Timely deliver different projects data at the highest possible quality standard
Write a detailed explanation of an image that provides textual access to visual content
Interpret customer feedback, monitor satisfaction and help drive programs to improve numbers
Requirements:

Must possess any graduation degree (Must have Provisional Certificate & Consolidated Marks Memo)
Must be willing to work from office & in rotational shifts (5 Working Days & 2 Week Offs)
Must be ready to join immediately
Preferences:

Fresher or up to 2 years of industry experience and Excellent written skills
Job Responsibilities:

Help design processes for QA of entered data
Optimize existing processes, and provide ongoing feedback on tools and processes
What We Offer

Exciting Projects: We focus on industries like High-Tech, communication, media, healthcare, retail and telecom. Our customer list is full of fantastic global brands and leaders who love what we build for them.

Collaborative Environment: You Can expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment - or even abroad in one of our global centers or client facilities!

Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible work schedules, opportunities to work from home, and paid time off and holidays.

Professional Development: Our dedicated Learning & Development team regularly organizes Communication skills training(GL Vantage, Toast Master),Stress Management program, professional certifications, and technical and soft skill trainings.

Excellent Benefits: We provide our employees with competitive salaries, family medical insurance, Group Term Life Insurance, Group Personal Accident Insurance , NPS(National Pension Scheme ), Periodic health awareness program, extended maternity leave, annual performance bonuses, and referral bonuses.

Fun Perks: We want you to love where you work, which is why we host sports events, cultural activities, offer food on subsidies rates, Corporate parties. Our vibrant offices also include dedicated GL Zones, rooftop decks and GL Club where you can drink coffee or tea with your colleagues over a game of table and offer discounts for popular stores and restaurants","Telecom, Semiconductor, Associate Analyst, Development Manager, Stress management, Healthcare, Life sciences, Medical insurance, Financial services, Automotive"
Customer Support Representative,Trigent Software,0 years,2.75-3 Lacs P.A.,Mumbai (All Areas),11 days ago,1,42,"Job Description :-

Provide assistance in resolving customer and employee problems, incidents, issues, requests, and queries.
Collaborate with other support teams as needed to ensure the timely resolution of requests and issues.
Ensure accurate documentation, timely notification, proper escalation, efficient tracking, and thorough follow-up for all incidents.
Focus primarily on customer and employee interactions rather than transaction processing.
Strong communication and interpersonal skills.
Ability to work collaboratively with cross-functional teams.
Detail-oriented with excellent organizational skills.
Problem-solving and critical/logical thinking abilities.
Handle customer calls efficiently and professionally.
Assist customers with their queries, providing accurate and helpful information.
Work exclusively during night shifts; no exceptions.
Be present at the office, as this is not a work-from-home position.
Requirements:
Excellent communication skills are non-negotiable.","International Process, International Voice"
Freelancer,Olx People,0 - 1 years,Not Disclosed,"Pondicherry/ Puducherry,Puducherry",11 days ago,1,412,"URGENT REQUIREMENT FOR PART-TIME JOB
FREELANCER Trichy, Pondicherry. Chennai, Madurai, Coimbatore
MONTHLY SALARY-3660+ Commission based salary
NO FIXED TIME WORKING U CAN WORK AT ANY TIME
NO AGE LIMIT
FRESHERS CAN APPLY
LOANS OR INSURANCE SALES
WORK FROM HOME Role & responsibilities


Preferred candidate profile


Perks and benefits","LOANS, Good English Communication, Sales, Insurance, Part Time"
Openings For Voice Process_Freshers_Mumbai,Trigent Software Pvt Ltd,0 years,Not Disclosed,Mumbai (All Areas),11 days ago,20,27,"Greetings from Trigent Software Pvt Ltd !!

We have Openings for International voice process for our MNC Client.

TPR_ Mumbai

JD :
Provide assistance in resolving customer and employee problems, incidents, issues, requests, and queries.
Collaborate with other support teams as needed to ensure the timely resolution of requests and issues.
Ensure accurate documentation, timely notification, proper escalation, efficient tracking, and thorough follow-up for all incidents.
Focus primarily on customer and employee interactions rather than transaction processing.
Strong communication and interpersonal skills.
Ability to work collaboratively with cross-functional teams.
Detail-oriented with excellent organizational skills.
Problem-solving and critical/logical thinking abilities.
Handle customer calls efficiently and professionally.
Assist customers with their queries, providing accurate and helpful information.
Work exclusively during night shifts; no exceptions.
Be present at the office, as this is not a work-from-home position.


Requirements: Excellent communication skills

Availability for night shifts is mandatory.
No remote work option available; you must work from the office.

Only commerce Graduates- Freshers
BE / B.Tech/ BCA- please dont apply

Location: Airoli, Mumbai

Interested candidates can apply or send resume to tejaswini_n@trigent.com","International Voice Process, US Process, Voice Process, International BPO"
Associate Analyst (Research Rater),Globallogic,0 - 1 years,Not Disclosed,Gurgaon/Gurugram,12 days ago,,2699,"Description:
Timely deliver different project's data at the highest possible quality standard
Write a detailed explanation of an image that provides textual access to visual content
Interpret customer feedback, monitor satisfaction and help drive programs to improve numbers

Requirements:
Must possess any graduation degree (Must have Provisional Certificate & Consolidated Marks Memo)
Must be willing to work from office & in rotational shifts (5 Working Days & 2 Week Offs)
Must be ready to join immediately

Job Responsibilities:
Help design processes for QA of entered data
Optimize existing processes, and provide ongoing feedback on tools and processes

What We Offer:
Exciting Projects: We focus on industries like High-Tech, communication, media, healthcare, retail and telecom. Our customer list is full of fantastic global brands and leaders who love what we build for them.
Collaborative Environment: You Can expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment ÃÂÃÂ or even abroad in one of our global centers or client facilities!
Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible work schedules, opportunities to work from home, and paid time off and holidays.
Professional Development: Our dedicated Learning & Development team regularly organizes Communication skills training(GL Vantage, Toast Master),Stress Management program, professional certifications, and technical and soft skill trainings.
Excellent Benefits: We provide our employees with competitive salaries, family medical insurance, Group Term Life Insurance, Group Personal Accident Insurance , NPS(National Pension Scheme ), Periodic health awareness program, extended maternity leave, annual performance bonuses, and referral bonuses.
Fun Perks: We want you to love where you work, which is why we host sports events, cultural activities, offer food on subsidies rates, Corporate parties. Our vibrant offices also include dedicated GL Zones, rooftop decks and GL Club where you can drink coffee or tea with your colleagues over a game of table and offer discounts for popular stores and restaurants!","business research, medical, pharmaceutical, data analysis, research analysis, business analysis, market research, analysis, research, market analysis, healthcare, primary research, excel, secondary research, clinical research, advanced excel, hospital, powerpoint, communication skills"
Customer Care Executive,Teleperformance (TP),0 - 1 years,2-3 Lacs P.A.,"Mohali,Punjab",12 days ago,200,415,"Role & responsibilities -- Resolve the queries of the customers


Preferred candidate profile Customer care executive


Perks and benefits Permanent Work from Home

Salary ----- 20k

Candidate should have laptop with the configuration of i3 processor, Ram 8gb, window 10
Candidate must have good communication skills

Share your resume on 8219660083","Excellent Communication In English, Blended Process, Bpo Customer Service, Bpo Operations, Chat Process, International BPO, Domestic Process"
Transaction Processing Representative,Trigent Software,0 years,"50,000-3 Lacs P.A.",Mumbai (All Areas),12 days ago,1,60,"JD for TPR Mumbai
Provide assistance in resolving customer and employee problems, incidents, issues, requests, and queries.
Collaborate with other support teams as needed to ensure the timely resolution of requests and issues.
Ensure accurate documentation, timely notification, proper escalation, efficient tracking, and thorough follow-up for all incidents.
Focus primarily on customer and employee interactions rather than transaction processing.
Strong communication and interpersonal skills.
Ability to work collaboratively with cross-functional teams.
Detail-oriented with excellent organizational skills.
Problem-solving and critical/logical thinking abilities.
Handle customer calls efficiently and professionally.
Assist customers with their queries, providing accurate and helpful information.
Work exclusively during night shifts; no exceptions.
Be present at the office, as this is not a work-from-home position.
Requirements: Excellent communication skills are non-negotiable. Availability for night shifts is mandatory. No remote work option available; you must work from the office.

Salary Upto 25000 for Freshers ( BE/BCA need not apply)","Communication Skills, Voice"
Video Editor Intern,Swific Technology,No fixed duration,Unpaid,Remote,30+ days ago,1,177,"Take brief from the Video Content Strategist on the final look of the video.
Trim the long footage according to requirements
Merge Video footage to create a meaningful explainer video or Instagram reels.
Colour Correct and Colour Grade Footages.
Add Text, Stickers, Sound Effects, Transitions, Subtitles, Background Music, etc., wherever possible to make the video align with the brand s voice.
Requirements and Skills
The basic knowledge of at least one video editor like Adobe Premiere Pro, Final Cut Pro, Wondershare Filmora etc.
The basic knowledge of how to edit YouTube Videos and Instagram Reels.
Noise Reduction or Audio editing (preferred not mandatory)
The ability to learn and adapt fast.
The candidate should be open to experimenting with video editing styles.
The candidate should be able to understand the brand s vision and voice.
The candidate should be a team player and a problem solver.","Adobe Premiere Pro, Intern, Video Editor, Mobile phones, Video editing, Audio editing"
MLDO-Research Rater,Globallogic,0 - 1 years,Not Disclosed,Gurgaon/Gurugram,12 days ago,,580,"Description:
GlobalLogic is looking for English Proficient Talent. Grab the opportunity and be part of its fantasticjourney.
What's in for you:
2.2 to 3 Lacs Per Annum
Free 2 time meal 
Free two-way transport
Designation: Associate Analyst (Non-Voice Process)
Experience Range: 0 ÃÂÃÂ 2 years
Work Location: Gurugram

Requirements:
Fresher or up to 2 years of industry experience and Excellent written skills
Must possess any graduation degree (Must have Provisional Certificate & Consolidated Marks
Memo)
Must be willing to work from office & in rotational shifts (5 Working Days & 2 Week Offs)
Must be ready to join immediately

Job Responsibilities:
Timely deliver different projects data at the highest possible quality standard
Write a detailed explanation of an image that provides textual access to visual content
Help design processes for QA of entered data
Optimize existing processes, and provide ongoing feedback on tools and processes
Interpret customer feedback, monitor satisfaction and help drive programs to improve numbers

What We Offer:
Exciting Projects: We focus on industries like High-Tech, communication, media, healthcare, retail and telecom. Our customer list is full of fantastic global brands and leaders who love what we build for them.
Collaborative Environment: You Can expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment ÃÂÃÂ or even abroad in one of our global centers or client facilities!
Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible work schedules, opportunities to work from home, and paid time off and holidays.
Professional Development: Our dedicated Learning & Development team regularly organizes Communication skills training(GL Vantage, Toast Master),Stress Management program, professional certifications, and technical and soft skill trainings.
Excellent Benefits: We provide our employees with competitive salaries, family medical insurance, Group Term Life Insurance, Group Personal Accident Insurance , NPS(National Pension Scheme ), Periodic health awareness program, extended maternity leave, annual performance bonuses, and referral bonuses.
Fun Perks: We want you to love where you work, which is why we host sports events, cultural activities, offer food on subsidies rates, Corporate parties. Our vibrant offices also include dedicated GL Zones, rooftop decks and GL Club where you can drink coffee or tea with your colleagues over a game of table and offer discounts for popular stores and restaurants!","voice, insurance, bonus, process analysis, gratuity, accounting, healthcare, payroll processing, recruitment, leave, writing, english, communication skills, joining formalities, bpo, non voice process, esic, leave management, business analysis, hrsd, excel, wages, pf, esi, lwf, payroll, word, ms office"
Voice Process ( Only Freshers ),Trigent Software,0 years,2.5-3 Lacs P.A.,Mumbai (All Areas),13 days ago,15,59,"Provide assistance in resolving customer and employee problems, incidents, issues, requests, and queries.
Collaborate with other support teams as needed to ensure the timely resolution of requests and issues.
Ensure accurate documentation, timely notification, proper escalation, efficient tracking, and thorough follow-up for all incidents.
Focus primarily on customer and employee interactions rather than transaction processing.
Strong communication and interpersonal skills.
Ability to work collaboratively with cross-functional teams.
Detail-oriented with excellent organizational skills.
Problem-solving and critical/logical thinking abilities.
Handle customer calls efficiently and professionally.
Assist customers with their queries, providing accurate and helpful information.
Work exclusively during night shifts; no exceptions.
Be present at the office, as this is not a work-from-home position.
Requirements: Excellent communication skills are non-negotiable.
night shifts
Only Freshers


Please share you profile - subhranita_p@trigent.com","Customer Support, Inbound Voice Process, Bpo Voice, us shift, Voice Process"
US Voice Process - MNC,eClerx,0 - 3 years,"50,000-2.5 Lacs P.A.","Chandigarh,Chandigarh",15 days ago,50,185,"Designation: Analyst
Shift Time : 9 hours/day (Complete Night Shifts)
Working Days : 5 days per week
(Our jobs require currently only to work from office and not work from home)

International Voice and Chat Process
Graduate Fresher or experienced
Good verbal & written communications skills
Night shift allowance up to INR 3,000

Required Candidate profile
Excellent verbal communication skills in English.- Fresher's/experienced -
Experience or Graduate Professional in conduct/behavior, appearance and communication.
Reliability in terms of attendance and timing- Flexible for 24x7 shifts.
Should not have any commitments part time courses, regular studies tuitions, etc. that hamper work performance .

WhatsApp Contact or Call : 7717300457 (Richa) between Monday to Friday 11am - 8pm","International Voice Process, US Process, BPO, Airlines, International Call Center, Aviation, Hotel Management, KPO, Us Voice Process, International Calling, UK Process, International BPO"
Hiring - Subject Matter Expert | WFH,Endeavor Academy,0 - 1 years,2-4 Lacs P.A.,India,15 days ago,500,1433,"tudentsdoubtsSubject Matter Expert (SME) - Content Fixer
Department: Chegg Portal (STA Project)
Location: Work from Home
Summary:
We are seeking highly motivated and experienced Subject Matter Experts (SMEs) to join our team as Content Fixers. In this role, you will be responsible for reviewing and revising existing solutions on the Chegg portal to ensure that they are accurate, comprehensive, and aligned with the latest guidelines. You will also be responsible for fixing the content of existing solutions to improve their clarity, precision, and accuracy. All Solutions must be typed on the portal with proper tool usage.
Responsibilities:
Review and revise existing solutions on the Chegg portal to ensure that they are accurate, comprehensive, and aligned with the latest guidelines.
Fix the content of existing solutions to improve their clarity, precision, and accuracy.
Identify and correct any errors in existing solutions.
Improve the overall quality of existing solutions by making them more clear, concise, and easy to understand.
Collaborate with other SMEs to ensure consistency in the quality of solutions.
Qualifications and Available Subjects:
Chemistry - M sc in Chemistry
Statistics and Probability - M sc in Math/Statistics
Accounting - M com
Physics - M sc/B Tech
Economics - B com (Economics)
Finance - M Com. F A
Math - M sc (Maths)
Biology - M sc (Biology)
Computer Science - B Tech (Computer Science)
Operations Management - MBA
Mechanical Engineering - B Tech (Mechanical )
Electrical Engineering -B Tech (Electrical)
Civil Engineering - B Tech (Civil)
Earth Sciences - M sc
Earning Potential : 10k to 60k by solving students doubts on portal.

Specific Tasks:
Carefully read and understand the existing solution.
Identify any errors or inaccuracies in the solution.
Make the necessary corrections to the solution, using appropriate terminology and notation.
Improve the overall quality of the solution by making it more clear, concise, and easy to understand.
Proofread the solution carefully to ensure that it is free of errors.
Guidelines:
Always make sure that your solutions are accurate, comprehensive, and aligned with the latest guidelines.
Write your solutions in a clear and concise manner, using appropriate terminology and notation.
Proofread your solutions carefully to ensure that they are free of errors.
Be respectful of students and other SMEs.
If you wish to apply provide details on the below link
https://forms.gle/ZPtBxgs3AiJLVYes5

or you can also mail your resume along with your subject at hr@endeavoracademy.co.in","English, Computer, MS Office"
Tele Sales Officer,Lifecell,0 - 4 years,2.25-3 Lacs P.A.,Chennai,14 days ago,4,2590,"Work From Home - Type Job
Working 6 Days per Week
Language - Good English is Mandatory","Debt Recovery, Credit Collection"
Online BPO JOB Fair( BOTH Voice & CHAT) Fresher salary 26K,Employment Provider.com,0 - 1 years,3-4.25 Lacs P.A.,"Kota,Rajasthan",20 days ago,800,706,"Job description
BPO JOB FAIR for FRESHERS for AHMEDABAD & JAIPUR Location - 800 Vacancies ( NO WORK FROM HOME)

Kindly CALL/WHATSAAPP @ 9059170339 for INTERVIEW
Kindly CALL/WHATSAAPP @ 9059170339 for INTERVIEW
Kindly CALL/WHATSAAPP @ 9059170339 for INTERVIEW
Kindly CALL/WHATSAAPP @ 9059170339 for INTERVIEW





WORK FROM OFFICE ( JAIPUR / AHMEDABAD) - 250 Vacancies ( International chat/voice/Email Process) NO TARGET
Any 12 pass / Graduate Fresher candidate ( Just 2 rounds of telephonic Interview) Good English communication skills

Salary - Fresher : 32000(net 32k) + Incentives + Spot Incentives (Voice process) JAIPUR
Salary - Fresher : 25000(net 21k) + Incentives + Spot Incentives ( Chat Support) JAIPUR
Salary - Fresher : 26000(net 22k) + Incentives + Spot Incentives ( Chat Support) AHMEDABAD
Experienced : 35000 per Month CTC

Accommodation Assistance provided to outstation candidates
Flight Fare Reimbursement of Rs.7500 for outstation candidates","Non Voice Process, Chat Support, Email Process, English, International BPO, Salary, Email Support, Bpo Customer Service, International Call Center, Bonus, Voice Process, Non Voice, Inbound, US Process, Backend, Back Office, Domestic Calling, Hindi, Relocation, UK Process, International"
